Perijove,Time (UTC),SC Range to Io (km),SC Altitude (km),SC Latitude (deg),SC W Longitude (deg),Subsolar Latitude (deg),Subsolar W Longitude (deg),Sun-Io-SC Angle (deg),JIRAM scale (km/pixel),JunoCAM scale (km/pixel)
PJ62,06/13/2024 15:42:56.017,45419.4234,43602.2632,-65.8984,135.8889,2.9994,226.3856,92.9407,10.3672,29.3312
PJ62,06/13/2024 15:42:56.517,45408.4283,43591.2695,-65.9114,135.8898,2.9994,226.3868,92.9410,10.3646,29.3238
PJ62,06/13/2024 15:42:57.017,45397.4356,43580.2782,-65.9245,135.8907,2.9994,226.3879,92.9413,10.3620,29.3165
PJ62,06/13/2024 15:42:57.517,45386.4452,43569.2893,-65.9375,135.8916,2.9994,226.3891,92.9416,10.3593,29.3091
PJ62,06/13/2024 15:42:58.017,45375.4571,43558.3027,-65.9506,135.8925,2.9994,226.3903,92.9418,10.3567,29.3017
PJ62,06/13/2024 15:42:58.517,45364.4714,43547.3185,-65.9637,135.8934,2.9994,226.3915,92.9421,10.3541,29.2943
PJ62,06/13/2024 15:42:59.017,45353.4881,43536.3366,-65.9767,135.8943,2.9994,226.3927,92.9424,10.3515,29.2869
PJ62,06/13/2024 15:42:59.517,45342.5070,43525.3570,-65.9898,135.8952,2.9994,226.3938,92.9427,10.3489,29.2795
PJ62,06/13/2024 15:43:00.017,45331.5284,43514.3798,-66.0029,135.8961,2.9994,226.3950,92.9430,10.3463,29.2721
PJ62,06/13/2024 15:43:00.517,45320.5521,43503.4050,-66.0160,135.8970,2.9994,226.3962,92.9433,10.3437,29.2647
PJ62,06/13/2024 15:43:01.017,45309.5782,43492.4325,-66.0291,135.8979,2.9994,226.3974,92.9436,10.3411,29.2574
PJ62,06/13/2024 15:43:01.517,45298.6066,43481.4624,-66.0422,135.8988,2.9994,226.3985,92.9439,10.3385,29.2500
PJ62,06/13/2024 15:43:02.017,45287.6373,43470.4947,-66.0553,135.8997,2.9994,226.3997,92.9442,10.3358,29.2426
PJ62,06/13/2024 15:43:02.517,45276.6705,43459.5293,-66.0685,135.9005,2.9994,226.4009,92.9445,10.3332,29.2352
PJ62,06/13/2024 15:43:03.017,45265.7060,43448.5662,-66.0816,135.9014,2.9994,226.4021,92.9447,10.3306,29.2279
PJ62,06/13/2024 15:43:03.517,45254.7439,43437.6056,-66.0947,135.9023,2.9994,226.4033,92.9450,10.3280,29.2205
PJ62,06/13/2024 15:43:04.017,45243.7841,43426.6473,-66.1079,135.9032,2.9994,226.4044,92.9453,10.3254,29.2131
PJ62,06/13/2024 15:43:04.517,45232.8267,43415.6914,-66.1210,135.9041,2.9994,226.4056,92.9456,10.3228,29.2057
PJ62,06/13/2024 15:43:05.017,45221.8717,43404.7378,-66.1342,135.9050,2.9994,226.4068,92.9459,10.3202,29.1984
PJ62,06/13/2024 15:43:05.517,45210.9190,43393.7866,-66.1473,135.9059,2.9994,226.4080,92.9462,10.3176,29.1910
PJ62,06/13/2024 15:43:06.017,45199.9687,43382.8378,-66.1605,135.9068,2.9994,226.4091,92.9465,10.3150,29.1836
PJ62,06/13/2024 15:43:06.517,45189.0208,43371.8914,-66.1737,135.9077,2.9994,226.4103,92.9468,10.3124,29.1763
PJ62,06/13/2024 15:43:07.017,45178.0753,43360.9473,-66.1869,135.9086,2.9994,226.4115,92.9471,10.3098,29.1689
PJ62,06/13/2024 15:43:07.517,45167.1322,43350.0056,-66.2000,135.9094,2.9994,226.4127,92.9474,10.3072,29.1615
PJ62,06/13/2024 15:43:08.017,45156.1914,43339.0663,-66.2132,135.9103,2.9994,226.4139,92.9476,10.3046,29.1542
PJ62,06/13/2024 15:43:08.517,45145.2530,43328.1294,-66.2264,135.9112,2.9994,226.4150,92.9479,10.3020,29.1468
PJ62,06/13/2024 15:43:09.017,45134.3170,43317.1949,-66.2396,135.9121,2.9994,226.4162,92.9482,10.2994,29.1395
PJ62,06/13/2024 15:43:09.517,45123.3834,43306.2628,-66.2528,135.9130,2.9994,226.4174,92.9485,10.2968,29.1321
PJ62,06/13/2024 15:43:10.017,45112.4522,43295.3330,-66.2661,135.9139,2.9994,226.4186,92.9488,10.2942,29.1248
PJ62,06/13/2024 15:43:10.517,45101.5234,43284.4056,-66.2793,135.9148,2.9994,226.4197,92.9491,10.2916,29.1174
PJ62,06/13/2024 15:43:11.017,45090.5969,43273.4807,-66.2925,135.9156,2.9994,226.4209,92.9494,10.2890,29.1101
PJ62,06/13/2024 15:43:11.517,45079.6729,43262.5581,-66.3058,135.9165,2.9994,226.4221,92.9497,10.2864,29.1027
PJ62,06/13/2024 15:43:12.017,45068.7512,43251.6379,-66.3190,135.9174,2.9994,226.4233,92.9500,10.2838,29.0954
PJ62,06/13/2024 15:43:12.517,45057.8320,43240.7201,-66.3323,135.9183,2.9994,226.4244,92.9503,10.2812,29.0880
PJ62,06/13/2024 15:43:13.017,45046.9151,43229.8047,-66.3455,135.9192,2.9994,226.4256,92.9505,10.2786,29.0807
PJ62,06/13/2024 15:43:13.517,45036.0006,43218.8918,-66.3588,135.9201,2.9994,226.4268,92.9508,10.2760,29.0733
PJ62,06/13/2024 15:43:14.017,45025.0886,43207.9812,-66.3720,135.9209,2.9994,226.4280,92.9511,10.2734,29.0660
PJ62,06/13/2024 15:43:14.517,45014.1789,43197.0730,-66.3853,135.9218,2.9994,226.4292,92.9514,10.2708,29.0587
PJ62,06/13/2024 15:43:15.017,45003.2717,43186.1672,-66.3986,135.9227,2.9994,226.4303,92.9517,10.2682,29.0513
PJ62,06/13/2024 15:43:15.517,44992.3669,43175.2638,-66.4119,135.9236,2.9994,226.4315,92.9520,10.2657,29.0440
PJ62,06/13/2024 15:43:16.017,44981.4644,43164.3629,-66.4252,135.9245,2.9994,226.4327,92.9523,10.2631,29.0367
PJ62,06/13/2024 15:43:16.517,44970.5644,43153.4643,-66.4385,135.9253,2.9994,226.4339,92.9526,10.2605,29.0293
PJ62,06/13/2024 15:43:17.017,44959.6668,43142.5682,-66.4518,135.9262,2.9994,226.4350,92.9529,10.2579,29.0220
PJ62,06/13/2024 15:43:17.517,44948.7716,43131.6745,-66.4651,135.9271,2.9994,226.4362,92.9531,10.2553,29.0147
PJ62,06/13/2024 15:43:18.017,44937.8788,43120.7832,-66.4784,135.9280,2.9994,226.4374,92.9534,10.2527,29.0074
PJ62,06/13/2024 15:43:18.517,44926.9885,43109.8943,-66.4918,135.9289,2.9994,226.4386,92.9537,10.2501,29.0000
PJ62,06/13/2024 15:43:19.017,44916.1005,43099.0078,-66.5051,135.9297,2.9994,226.4398,92.9540,10.2475,28.9927
PJ62,06/13/2024 15:43:19.517,44905.2150,43088.1238,-66.5184,135.9306,2.9994,226.4409,92.9543,10.2449,28.9854
PJ62,06/13/2024 15:43:20.017,44894.3319,43077.2422,-66.5318,135.9315,2.9994,226.4421,92.9546,10.2423,28.9781
PJ62,06/13/2024 15:43:20.517,44883.4513,43066.3630,-66.5451,135.9324,2.9994,226.4433,92.9549,10.2398,28.9707
PJ62,06/13/2024 15:43:21.017,44872.5730,43055.4862,-66.5585,135.9333,2.9994,226.4445,92.9552,10.2372,28.9634
PJ62,06/13/2024 15:43:21.517,44861.6972,43044.6119,-66.5719,135.9341,2.9994,226.4456,92.9555,10.2346,28.9561
PJ62,06/13/2024 15:43:22.017,44850.8238,43033.7399,-66.5852,135.9350,2.9994,226.4468,92.9557,10.2320,28.9488
PJ62,06/13/2024 15:43:22.517,44839.9529,43022.8705,-66.5986,135.9359,2.9994,226.4480,92.9560,10.2294,28.9415
PJ62,06/13/2024 15:43:23.017,44829.0843,43012.0034,-66.6120,135.9368,2.9994,226.4492,92.9563,10.2268,28.9342
PJ62,06/13/2024 15:43:23.517,44818.2183,43001.1388,-66.6254,135.9376,2.9994,226.4504,92.9566,10.2243,28.9269
PJ62,06/13/2024 15:43:24.017,44807.3546,42990.2766,-66.6388,135.9385,2.9994,226.4515,92.9569,10.2217,28.9196
PJ62,06/13/2024 15:43:24.517,44796.4934,42979.4169,-66.6522,135.9394,2.9994,226.4527,92.9572,10.2191,28.9123
PJ62,06/13/2024 15:43:25.017,44785.6346,42968.5596,-66.6656,135.9402,2.9994,226.4539,92.9575,10.2165,28.9050
PJ62,06/13/2024 15:43:25.517,44774.7783,42957.7048,-66.6790,135.9411,2.9994,226.4551,92.9578,10.2139,28.8976
PJ62,06/13/2024 15:43:26.017,44763.9244,42946.8523,-66.6924,135.9420,2.9994,226.4562,92.9581,10.2113,28.8903
PJ62,06/13/2024 15:43:26.517,44753.0730,42936.0024,-66.7059,135.9429,2.9994,226.4574,92.9583,10.2088,28.8830
PJ62,06/13/2024 15:43:27.017,44742.2240,42925.1549,-66.7193,135.9437,2.9994,226.4586,92.9586,10.2062,28.8758
PJ62,06/13/2024 15:43:27.517,44731.3775,42914.3098,-66.7327,135.9446,2.9994,226.4598,92.9589,10.2036,28.8685
PJ62,06/13/2024 15:43:28.017,44720.5334,42903.4672,-66.7462,135.9455,2.9994,226.4610,92.9592,10.2010,28.8612
PJ62,06/13/2024 15:43:28.517,44709.6918,42892.6270,-66.7597,135.9463,2.9994,226.4621,92.9595,10.1985,28.8539
PJ62,06/13/2024 15:43:29.017,44698.8526,42881.7893,-66.7731,135.9472,2.9994,226.4633,92.9598,10.1959,28.8466
PJ62,06/13/2024 15:43:29.517,44688.0159,42870.9541,-66.7866,135.9481,2.9994,226.4645,92.9601,10.1933,28.8393
PJ62,06/13/2024 15:43:30.017,44677.1816,42860.1213,-66.8001,135.9490,2.9994,226.4657,92.9604,10.1907,28.8320
PJ62,06/13/2024 15:43:30.517,44666.3498,42849.2910,-66.8135,135.9498,2.9994,226.4668,92.9607,10.1881,28.8247
PJ62,06/13/2024 15:43:31.017,44655.5204,42838.4631,-66.8270,135.9507,2.9994,226.4680,92.9609,10.1856,28.8174
PJ62,06/13/2024 15:43:31.517,44644.6936,42827.6377,-66.8405,135.9516,2.9994,226.4692,92.9612,10.1830,28.8102
PJ62,06/13/2024 15:43:32.017,44633.8692,42816.8148,-66.8540,135.9524,2.9994,226.4704,92.9615,10.1804,28.8029
PJ62,06/13/2024 15:43:32.517,44623.0472,42805.9943,-66.8675,135.9533,2.9994,226.4716,92.9618,10.1779,28.7956
PJ62,06/13/2024 15:43:33.017,44612.2277,42795.1763,-66.8811,135.9542,2.9994,226.4727,92.9621,10.1753,28.7883
PJ62,06/13/2024 15:43:33.517,44601.4107,42784.3608,-66.8946,135.9550,2.9994,226.4739,92.9624,10.1727,28.7810
PJ62,06/13/2024 15:43:34.017,44590.5962,42773.5477,-66.9081,135.9559,2.9994,226.4751,92.9627,10.1701,28.7738
PJ62,06/13/2024 15:43:34.517,44579.7842,42762.7372,-66.9216,135.9567,2.9994,226.4763,92.9630,10.1676,28.7665
PJ62,06/13/2024 15:43:35.017,44568.9746,42751.9291,-66.9352,135.9576,2.9994,226.4774,92.9632,10.1650,28.7592
PJ62,06/13/2024 15:43:35.517,44558.1675,42741.1234,-66.9487,135.9585,2.9994,226.4786,92.9635,10.1624,28.7520
PJ62,06/13/2024 15:43:36.017,44547.3629,42730.3203,-66.9623,135.9593,2.9994,226.4798,92.9638,10.1599,28.7447
PJ62,06/13/2024 15:43:36.517,44536.5607,42719.5196,-66.9759,135.9602,2.9994,226.4810,92.9641,10.1573,28.7374
PJ62,06/13/2024 15:43:37.017,44525.7611,42708.7214,-66.9894,135.9611,2.9994,226.4822,92.9644,10.1547,28.7302
PJ62,06/13/2024 15:43:37.517,44514.9639,42697.9258,-67.0030,135.9619,2.9994,226.4833,92.9647,10.1522,28.7229
PJ62,06/13/2024 15:43:38.017,44504.1692,42687.1325,-67.0166,135.9628,2.9994,226.4845,92.9650,10.1496,28.7156
PJ62,06/13/2024 15:43:38.517,44493.3770,42676.3418,-67.0302,135.9636,2.9994,226.4857,92.9653,10.1470,28.7084
PJ62,06/13/2024 15:43:39.017,44482.5873,42665.5536,-67.0438,135.9645,2.9994,226.4869,92.9656,10.1445,28.7011
PJ62,06/13/2024 15:43:39.517,44471.8001,42654.7679,-67.0574,135.9654,2.9994,226.4880,92.9658,10.1419,28.6939
PJ62,06/13/2024 15:43:40.017,44461.0154,42643.9846,-67.0710,135.9662,2.9994,226.4892,92.9661,10.1393,28.6866
PJ62,06/13/2024 15:43:40.517,44450.2332,42633.2039,-67.0846,135.9671,2.9994,226.4904,92.9664,10.1368,28.6794
PJ62,06/13/2024 15:43:41.017,44439.4535,42622.4257,-67.0982,135.9679,2.9994,226.4916,92.9667,10.1342,28.6721
PJ62,06/13/2024 15:43:41.517,44428.6763,42611.6499,-67.1118,135.9688,2.9994,226.4928,92.9670,10.1316,28.6649
PJ62,06/13/2024 15:43:42.017,44417.9015,42600.8767,-67.1255,135.9697,2.9994,226.4939,92.9673,10.1291,28.6576
PJ62,06/13/2024 15:43:42.517,44407.1293,42590.1059,-67.1391,135.9705,2.9994,226.4951,92.9676,10.1265,28.6504
PJ62,06/13/2024 15:43:43.017,44396.3596,42579.3377,-67.1527,135.9714,2.9994,226.4963,92.9678,10.1240,28.6431
PJ62,06/13/2024 15:43:43.517,44385.5924,42568.5720,-67.1664,135.9722,2.9994,226.4975,92.9681,10.1214,28.6359
PJ62,06/13/2024 15:43:44.017,44374.8277,42557.8088,-67.1801,135.9731,2.9994,226.4986,92.9684,10.1188,28.6286
PJ62,06/13/2024 15:43:44.517,44364.0655,42547.0481,-67.1937,135.9739,2.9994,226.4998,92.9687,10.1163,28.6214
PJ62,06/13/2024 15:43:45.017,44353.3059,42536.2899,-67.2074,135.9748,2.9994,226.5010,92.9690,10.1137,28.6142
PJ62,06/13/2024 15:43:45.517,44342.5487,42525.5342,-67.2211,135.9756,2.9994,226.5022,92.9693,10.1112,28.6069
PJ62,06/13/2024 15:43:46.017,44331.7941,42514.7810,-67.2348,135.9765,2.9994,226.5034,92.9696,10.1086,28.5997
PJ62,06/13/2024 15:43:46.517,44321.0420,42504.0304,-67.2485,135.9774,2.9994,226.5045,92.9699,10.1061,28.5925
PJ62,06/13/2024 15:43:47.017,44310.2924,42493.2823,-67.2622,135.9782,2.9994,226.5057,92.9701,10.1035,28.5852
PJ62,06/13/2024 15:43:47.517,44299.5453,42482.5367,-67.2759,135.9791,2.9994,226.5069,92.9704,10.1009,28.5780
PJ62,06/13/2024 15:43:48.017,44288.8007,42471.7936,-67.2896,135.9799,2.9994,226.5081,92.9707,10.0984,28.5708
PJ62,06/13/2024 15:43:48.517,44278.0587,42461.0531,-67.3033,135.9808,2.9994,226.5092,92.9710,10.0958,28.5636
PJ62,06/13/2024 15:43:49.017,44267.3192,42450.3150,-67.3170,135.9816,2.9994,226.5104,92.9713,10.0933,28.5563
PJ62,06/13/2024 15:43:49.517,44256.5822,42439.5796,-67.3308,135.9825,2.9994,226.5116,92.9716,10.0907,28.5491
PJ62,06/13/2024 15:43:50.017,44245.8478,42428.8466,-67.3445,135.9833,2.9994,226.5128,92.9719,10.0882,28.5419
PJ62,06/13/2024 15:43:50.517,44235.1159,42418.1162,-67.3582,135.9842,2.9994,226.5140,92.9722,10.0856,28.5347
PJ62,06/13/2024 15:43:51.017,44224.3865,42407.3883,-67.3720,135.9850,2.9994,226.5151,92.9724,10.0831,28.5275
PJ62,06/13/2024 15:43:51.517,44213.6597,42396.6629,-67.3858,135.9859,2.9994,226.5163,92.9727,10.0805,28.5202
PJ62,06/13/2024 15:43:52.017,44202.9354,42385.9401,-67.3995,135.9867,2.9994,226.5175,92.9730,10.0780,28.5130
PJ62,06/13/2024 15:43:52.517,44192.2136,42375.2198,-67.4133,135.9876,2.9994,226.5187,92.9733,10.0754,28.5058
PJ62,06/13/2024 15:43:53.017,44181.4944,42364.5021,-67.4271,135.9884,2.9994,226.5198,92.9736,10.0729,28.4986
PJ62,06/13/2024 15:43:53.517,44170.7778,42353.7869,-67.4409,135.9892,2.9994,226.5210,92.9739,10.0703,28.4914
PJ62,06/13/2024 15:43:54.017,44160.0636,42343.0743,-67.4547,135.9901,2.9994,226.5222,92.9742,10.0678,28.4842
PJ62,06/13/2024 15:43:54.517,44149.3521,42332.3642,-67.4685,135.9909,2.9994,226.5234,92.9744,10.0652,28.4770
PJ62,06/13/2024 15:43:55.017,44138.6430,42321.6566,-67.4823,135.9918,2.9994,226.5246,92.9747,10.0627,28.4698
PJ62,06/13/2024 15:43:55.517,44127.9366,42310.9516,-67.4961,135.9926,2.9994,226.5257,92.9750,10.0601,28.4626
PJ62,06/13/2024 15:43:56.017,44117.2326,42300.2492,-67.5099,135.9935,2.9994,226.5269,92.9753,10.0576,28.4554
PJ62,06/13/2024 15:43:56.517,44106.5313,42289.5493,-67.5237,135.9943,2.9994,226.5281,92.9756,10.0551,28.4482
PJ62,06/13/2024 15:43:57.017,44095.8325,42278.8520,-67.5376,135.9952,2.9994,226.5293,92.9759,10.0525,28.4410
PJ62,06/13/2024 15:43:57.517,44085.1362,42268.1572,-67.5514,135.9960,2.9994,226.5304,92.9762,10.0500,28.4338
PJ62,06/13/2024 15:43:58.017,44074.4425,42257.4650,-67.5652,135.9968,2.9994,226.5316,92.9764,10.0474,28.4266
PJ62,06/13/2024 15:43:58.517,44063.7514,42246.7753,-67.5791,135.9977,2.9994,226.5328,92.9767,10.0449,28.4194
PJ62,06/13/2024 15:43:59.017,44053.0628,42236.0883,-67.5930,135.9985,2.9994,226.5340,92.9770,10.0423,28.4122
PJ62,06/13/2024 15:43:59.517,44042.3769,42225.4037,-67.6068,135.9994,2.9994,226.5352,92.9773,10.0398,28.4050
PJ62,06/13/2024 15:44:00.017,44031.6934,42214.7218,-67.6207,136.0002,2.9994,226.5363,92.9776,10.0373,28.3978
PJ62,06/13/2024 15:44:00.517,44021.0126,42204.0424,-67.6346,136.0010,2.9994,226.5375,92.9779,10.0347,28.3907
PJ62,06/13/2024 15:44:01.017,44010.3343,42193.3656,-67.6485,136.0019,2.9994,226.5387,92.9782,10.0322,28.3835
PJ62,06/13/2024 15:44:01.517,43999.6586,42182.6914,-67.6624,136.0027,2.9994,226.5399,92.9784,10.0297,28.3763
PJ62,06/13/2024 15:44:02.017,43988.9854,42172.0197,-67.6763,136.0036,2.9994,226.5410,92.9787,10.0271,28.3691
PJ62,06/13/2024 15:44:02.517,43978.3149,42161.3507,-67.6902,136.0044,2.9994,226.5422,92.9790,10.0246,28.3619
PJ62,06/13/2024 15:44:03.017,43967.6469,42150.6842,-67.7041,136.0052,2.9994,226.5434,92.9793,10.0220,28.3548
PJ62,06/13/2024 15:44:03.517,43956.9815,42140.0202,-67.7180,136.0061,2.9994,226.5446,92.9796,10.0195,28.3476
PJ62,06/13/2024 15:44:04.017,43946.3187,42129.3589,-67.7319,136.0069,2.9994,226.5458,92.9799,10.0170,28.3404
PJ62,06/13/2024 15:44:04.517,43935.6585,42118.7002,-67.7459,136.0077,2.9994,226.5469,92.9802,10.0144,28.3332
PJ62,06/13/2024 15:44:05.017,43925.0008,42108.0440,-67.7598,136.0086,2.9994,226.5481,92.9804,10.0119,28.3261
PJ62,06/13/2024 15:44:05.517,43914.3458,42097.3904,-67.7737,136.0094,2.9994,226.5493,92.9807,10.0094,28.3189
PJ62,06/13/2024 15:44:06.017,43903.6933,42086.7395,-67.7877,136.0102,2.9994,226.5505,92.9810,10.0068,28.3117
PJ62,06/13/2024 15:44:06.517,43893.0435,42076.0911,-67.8017,136.0111,2.9994,226.5516,92.9813,10.0043,28.3046
PJ62,06/13/2024 15:44:07.017,43882.3962,42065.4453,-67.8156,136.0119,2.9994,226.5528,92.9816,10.0018,28.2974
PJ62,06/13/2024 15:44:07.517,43871.7515,42054.8021,-67.8296,136.0127,2.9994,226.5540,92.9819,9.9992,28.2903
PJ62,06/13/2024 15:44:08.017,43861.1094,42044.1615,-67.8436,136.0136,2.9994,226.5552,92.9822,9.9967,28.2831
PJ62,06/13/2024 15:44:08.517,43850.4699,42033.5235,-67.8576,136.0144,2.9994,226.5563,92.9824,9.9942,28.2760
PJ62,06/13/2024 15:44:09.017,43839.8331,42022.8881,-67.8716,136.0152,2.9994,226.5575,92.9827,9.9917,28.2688
PJ62,06/13/2024 15:44:09.517,43829.1988,42012.2553,-67.8856,136.0161,2.9994,226.5587,92.9830,9.9891,28.2616
PJ62,06/13/2024 15:44:10.017,43818.5671,42001.6251,-67.8996,136.0169,2.9994,226.5599,92.9833,9.9866,28.2545
PJ62,06/13/2024 15:44:10.517,43807.9381,41990.9975,-67.9136,136.0177,2.9994,226.5611,92.9836,9.9841,28.2473
PJ62,06/13/2024 15:44:11.017,43797.3116,41980.3726,-67.9276,136.0185,2.9994,226.5622,92.9839,9.9815,28.2402
PJ62,06/13/2024 15:44:11.517,43786.6878,41969.7502,-67.9416,136.0194,2.9994,226.5634,92.9841,9.9790,28.2331
PJ62,06/13/2024 15:44:12.017,43776.0666,41959.1305,-67.9557,136.0202,2.9994,226.5646,92.9844,9.9765,28.2259
PJ62,06/13/2024 15:44:12.517,43765.4480,41948.5133,-67.9697,136.0210,2.9994,226.5658,92.9847,9.9740,28.2188
PJ62,06/13/2024 15:44:13.017,43754.8320,41937.8988,-67.9838,136.0218,2.9994,226.5669,92.9850,9.9714,28.2116
PJ62,06/13/2024 15:44:13.517,43744.2186,41927.2869,-67.9978,136.0227,2.9994,226.5681,92.9853,9.9689,28.2045
PJ62,06/13/2024 15:44:14.017,43733.6079,41916.6777,-68.0119,136.0235,2.9994,226.5693,92.9856,9.9664,28.1973
PJ62,06/13/2024 15:44:14.517,43722.9997,41906.0710,-68.0260,136.0243,2.9994,226.5705,92.9858,9.9639,28.1902
PJ62,06/13/2024 15:44:15.017,43712.3942,41895.4670,-68.0400,136.0251,2.9994,226.5717,92.9861,9.9614,28.1831
PJ62,06/13/2024 15:44:15.517,43701.7914,41884.8656,-68.0541,136.0260,2.9994,226.5728,92.9864,9.9588,28.1759
PJ62,06/13/2024 15:44:16.017,43691.1911,41874.2669,-68.0682,136.0268,2.9994,226.5740,92.9867,9.9563,28.1688
PJ62,06/13/2024 15:44:16.517,43680.5935,41863.6707,-68.0823,136.0276,2.9994,226.5752,92.9870,9.9538,28.1617
PJ62,06/13/2024 15:44:17.017,43669.9985,41853.0772,-68.0964,136.0284,2.9994,226.5764,92.9873,9.9513,28.1546
PJ62,06/13/2024 15:44:17.517,43659.4062,41842.4864,-68.1105,136.0292,2.9994,226.5775,92.9875,9.9488,28.1474
PJ62,06/13/2024 15:44:18.017,43648.8165,41831.8981,-68.1246,136.0301,2.9994,226.5787,92.9878,9.9462,28.1403
PJ62,06/13/2024 15:44:18.517,43638.2294,41821.3125,-68.1388,136.0309,2.9994,226.5799,92.9881,9.9437,28.1332
PJ62,06/13/2024 15:44:19.017,43627.6449,41810.7296,-68.1529,136.0317,2.9994,226.5811,92.9884,9.9412,28.1261
PJ62,06/13/2024 15:44:19.517,43617.0632,41800.1493,-68.1670,136.0325,2.9994,226.5823,92.9887,9.9387,28.1190
PJ62,06/13/2024 15:44:20.017,43606.4840,41789.5716,-68.1812,136.0333,2.9994,226.5834,92.9890,9.9362,28.1118
PJ62,06/13/2024 15:44:20.517,43595.9075,41778.9966,-68.1953,136.0342,2.9994,226.5846,92.9893,9.9337,28.1047
PJ62,06/13/2024 15:44:21.017,43585.3337,41768.4242,-68.2095,136.0350,2.9994,226.5858,92.9895,9.9312,28.0976
PJ62,06/13/2024 15:44:21.517,43574.7625,41757.8545,-68.2237,136.0358,2.9994,226.5870,92.9898,9.9286,28.0905
PJ62,06/13/2024 15:44:22.017,43564.1939,41747.2874,-68.2378,136.0366,2.9994,226.5881,92.9901,9.9261,28.0834
PJ62,06/13/2024 15:44:22.517,43553.6280,41736.7230,-68.2520,136.0374,2.9994,226.5893,92.9904,9.9236,28.0763
PJ62,06/13/2024 15:44:23.017,43543.0648,41726.1613,-68.2662,136.0382,2.9994,226.5905,92.9907,9.9211,28.0692
PJ62,06/13/2024 15:44:23.517,43532.5042,41715.6022,-68.2804,136.0390,2.9994,226.5917,92.9909,9.9186,28.0621
PJ62,06/13/2024 15:44:24.017,43521.9463,41705.0457,-68.2946,136.0399,2.9994,226.5929,92.9912,9.9161,28.0550
PJ62,06/13/2024 15:44:24.517,43511.3910,41694.4919,-68.3088,136.0407,2.9994,226.5940,92.9915,9.9136,28.0479
PJ62,06/13/2024 15:44:25.017,43500.8384,41683.9408,-68.3230,136.0415,2.9994,226.5952,92.9918,9.9111,28.0408
PJ62,06/13/2024 15:44:25.517,43490.2885,41673.3924,-68.3372,136.0423,2.9994,226.5964,92.9921,9.9086,28.0337
PJ62,06/13/2024 15:44:26.017,43479.7412,41662.8466,-68.3514,136.0431,2.9994,226.5976,92.9924,9.9061,28.0266
PJ62,06/13/2024 15:44:26.517,43469.1966,41652.3035,-68.3657,136.0439,2.9994,226.5987,92.9926,9.9035,28.0195
PJ62,06/13/2024 15:44:27.017,43458.6547,41641.7630,-68.3799,136.0447,2.9994,226.5999,92.9929,9.9010,28.0124
PJ62,06/13/2024 15:44:27.517,43448.1154,41631.2253,-68.3942,136.0455,2.9994,226.6011,92.9932,9.8985,28.0053
PJ62,06/13/2024 15:44:28.017,43437.5789,41620.6902,-68.4084,136.0463,2.9994,226.6023,92.9935,9.8960,27.9982
PJ62,06/13/2024 15:44:28.517,43427.0450,41610.1577,-68.4227,136.0472,2.9994,226.6035,92.9938,9.8935,27.9912
PJ62,06/13/2024 15:44:29.017,43416.5138,41599.6280,-68.4370,136.0480,2.9994,226.6046,92.9941,9.8910,27.9841
PJ62,06/13/2024 15:44:29.517,43405.9852,41589.1010,-68.4512,136.0488,2.9994,226.6058,92.9943,9.8885,27.9770
PJ62,06/13/2024 15:44:30.017,43395.4594,41578.5766,-68.4655,136.0496,2.9994,226.6070,92.9946,9.8860,27.9699
PJ62,06/13/2024 15:44:30.517,43384.9362,41568.0549,-68.4798,136.0504,2.9994,226.6082,92.9949,9.8835,27.9628
PJ62,06/13/2024 15:44:31.017,43374.4157,41557.5359,-68.4941,136.0512,2.9994,226.6093,92.9952,9.8810,27.9558
PJ62,06/13/2024 15:44:31.517,43363.8979,41547.0196,-68.5084,136.0520,2.9994,226.6105,92.9955,9.8785,27.9487
PJ62,06/13/2024 15:44:32.017,43353.3828,41536.5059,-68.5227,136.0528,2.9994,226.6117,92.9957,9.8760,27.9416
PJ62,06/13/2024 15:44:32.517,43342.8704,41525.9950,-68.5370,136.0536,2.9994,226.6129,92.9960,9.8735,27.9345
PJ62,06/13/2024 15:44:33.017,43332.3607,41515.4868,-68.5514,136.0544,2.9994,226.6141,92.9963,9.8710,27.9275
PJ62,06/13/2024 15:44:33.517,43321.8537,41504.9812,-68.5657,136.0552,2.9994,226.6152,92.9966,9.8685,27.9204
PJ62,06/13/2024 15:44:34.017,43311.3493,41494.4784,-68.5800,136.0560,2.9994,226.6164,92.9969,9.8660,27.9133
PJ62,06/13/2024 15:44:34.517,43300.8477,41483.9783,-68.5944,136.0568,2.9994,226.6176,92.9972,9.8635,27.9063
PJ62,06/13/2024 15:44:35.017,43290.3488,41473.4808,-68.6087,136.0576,2.9994,226.6188,92.9974,9.8610,27.8992
PJ62,06/13/2024 15:44:35.517,43279.8526,41462.9861,-68.6231,136.0584,2.9994,226.6199,92.9977,9.8585,27.8922
PJ62,06/13/2024 15:44:36.017,43269.3591,41452.4941,-68.6374,136.0592,2.9994,226.6211,92.9980,9.8560,27.8851
PJ62,06/13/2024 15:44:36.517,43258.8683,41442.0048,-68.6518,136.0600,2.9994,226.6223,92.9983,9.8535,27.8780
PJ62,06/13/2024 15:44:37.017,43248.3802,41431.5181,-68.6662,136.0608,2.9994,226.6235,92.9986,9.8510,27.8710
PJ62,06/13/2024 15:44:37.517,43237.8948,41421.0343,-68.6806,136.0616,2.9994,226.6247,92.9988,9.8486,27.8639
